,Titles,Year,Model,Make,Colour,Style,Condition,Price,Mileages,Dealer,City,Province,Posting Link,Image Link
1131,"Used 2014 Kia Forte LX *BLUETOOTH* for sale in Kitchener, ON",2014,2014 Kia Forte,Kia,White,Sedan,Used,12950.0,114480.0,Quality Car Sales,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2014-kia-forte-10792080/,https://images.carpages.ca/inventory/10792080.387898284?w=320&h=240&q=75&s=204f696cfd748490c528ae262cec2119
1132,"Used 2019 Hyundai Elantra GT Luxury for sale in North York, ON",2019,2019 Hyundai Elantra GT,Hyundai,White,Sedan,Used,17980.0,132045.0,AA Canada Inc,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2019-hyundai-elantra-gt-10792074/,https://images.carpages.ca/inventory/10792074.387898200?w=320&h=240&q=75&s=913e035f064a3f967f31a0d2737113c3
1133,"Used 2018 Hyundai Elantra GL SE for sale in Oshawa, ON",2018,2018 Hyundai Elantra,Hyundai,Black,Sedan,Used,18999.0,140706.0,Garden Street Auto Sales Ltd.,Oshawa,ON,https://www.carpages.ca/used-cars/ontario/oshawa/2018-hyundai-elantra-10792050/,https://images.carpages.ca/inventory/10792050.387897558?w=320&h=240&q=75&s=5be153152c5f573447a6ab040075b45a
1134,"Used 2012 Chevrolet Impala 4DR SDN LS Financing Clean CarFax Trades Welcome! for sale in Rockwood, ON",2012,2012 Chevrolet Impala,Chevrolet,Black,Sedan,Used,11111.0,78000.0,Rockwood Motor Products,Rockwood,ON,https://www.carpages.ca/used-cars/ontario/rockwood/2012-chevrolet-impala-10792029/,https://images.carpages.ca/inventory/10792029.389006523?w=320&h=240&q=75&s=ed4f8f821e4fac9e925d69e056a3bb2d
1135,"Used 2015 Nissan Sentra 4DR SDN CVT SV for sale in Oakville, ON",2015,2015 Nissan Sentra,Nissan,Grey,Sedan,Used,11995.0,129556.0,Terminal Motors,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2015-nissan-sentra-10792017/,https://images.carpages.ca/inventory/10792017.387896577?w=320&h=240&q=75&s=7db29862e613d14b3933b7dfc2c54ef7
1136,"Used 2022 Toyota Corolla LE CVT for sale in Vancouver, BC",2022,2022 Toyota Corolla,Toyota,Super White,Sedan,Used,29799.0,16091.0,OpenRoad Subaru Boundary,Vancouver,BC,https://www.carpages.ca/used-cars/british-columbia/vancouver/2022-toyota-corolla-10792008/,https://images.carpages.ca/inventory/10792008.388757427?w=320&h=240&q=75&s=f2fecae3a19e5f701e79dd9fecee4527
1137,Used 2014 Chevrolet Cruze ,2014,2014 Chevrolet Cruze,Chevrolet,Blue,Sedan,Used,7999.0,199990.0,Kelly and Sons Auto,Ajax,ON,https://www.carpages.ca/used-cars/ontario/ajax/2014-chevrolet-cruze-10791936/,https://images.carpages.ca/inventory/10791936.387892353?w=320&h=240&q=75&s=f86df5185a71d345df8d6e4c4076ef13
1138,"Used 2022 Honda Civic Sedan Touring for sale in St. John's, NL",2022,2022 Honda Civic,Honda,Lunar Silver Metallic,Sedan,Used,30989.0,66660.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/used-cars/newfoundland-and-labrador/st-john-s/2022-honda-civic-10791888/,https://images.carpages.ca/inventory/10791888.388271823?w=320&h=240&q=75&s=6e5ea3f946a4f2f81bbd9207f0bfb1e9
1139,"Used 2016 Volkswagen Jetta Sedan Trendline+ for sale in St. John's, NL",2016,2016 Volkswagen Jetta,Volkswagen,,Sedan,Used,14989.0,61897.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/used-cars/newfoundland-and-labrador/st-john-s/2016-volkswagen-jetta-10791885/,https://images.carpages.ca/inventory/10791885.388271661?w=320&h=240&q=75&s=483227c050b03079ebffc8563a3c601a
1140,"New 2024 Honda Civic Sedan Sport for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Rallye Red,Sedan,New,32680.0,9.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791771/,https://images.carpages.ca/inventory/10791771.388021260?w=320&h=240&q=75&s=04bf6d0032cc4243c8b930b45be0ecbd
1141,"Used 2020 Hyundai Elantra Preferred, Heated Steering + Seats, Blind Spot Alert, CarPlay + Android, Bluetooth & More! for sale in Guelph, ON",2020,2020 Hyundai Elantra,Hyundai,Typhoon Silver,Sedan,Used,21998.0,40819.0,Mark Wilson's Better Used Cars,Guelph,ON,https://www.carpages.ca/used-cars/ontario/guelph/2020-hyundai-elantra-10791576/,https://images.carpages.ca/inventory/10791576.389237874?w=320&h=240&q=75&s=ed114974783292ecb01fd2b0a5afaa77
1142,"Used 2020 Honda Civic Sedan Sport Sunroof Front Heated Seats Lane Keeping Assist for sale in Thornhill, ON",2020,2020 Honda Civic,Honda,Black,Sedan,Used,26498.0,41636.0,CarHub North York Chrysler,Thornhill,ON,https://www.carpages.ca/used-cars/ontario/thornhill/2020-honda-civic-10791537/,https://images.carpages.ca/inventory/10791537.387871821?w=320&h=240&q=75&s=aac56bf1acc1c62f7a7df369fd129574
1143,"New 2023 Chevrolet Bolt EV 1LT for sale in London, ON",2023,2023 Chevrolet Bolt,Chevrolet,Black,Sedan,New,41490.0,,MacMaster Chevrolet,London,ON,https://www.carpages.ca/new-cars/ontario/london/2023-chevrolet-bolt-10791420/,https://images.carpages.ca/inventory/10791420.389538903?w=320&h=240&q=75&s=fd27b31e1d9ce8f93a0913e4aa88a1b1
1144,"Used 2019 Tesla Model 3 LONG RANGE - FULL SELF DRIVING for sale in Oakville, ON",2019,2019 Tesla Model 3,Tesla,White,Sedan,Used,39888.0,105000.0,Roger's Motors,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-10791129/,https://images.carpages.ca/inventory/10791129.387858213?w=320&h=240&q=75&s=25e991df27058eeedd4a211baaedd0e3
1145,"Used 2018 Toyota Corolla SE - HTD SEATS - REVERSE CAM - TECH FEATURES for sale in Oakville, ON",2018,2018 Toyota Corolla,Toyota,Gray,Sedan,Used,20888.0,78000.0,Roger's Motors,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2018-toyota-corolla-10791126/,https://images.carpages.ca/inventory/10791126.387858126?w=320&h=240&q=75&s=551225272fa91f827acac800837c17f1
1146,"Used 2016 Hyundai Sonata Sunroof * Touchscreen Infotainment Display System * Keyless Entry * Heated Seats * Leather Steering Wheel * Heated Steering Wheel * Push To Start Igni for sale in Cambridge, ON",2016,2016 Hyundai Sonata,Hyundai,Blue,Sedan,Used,13995.0,153530.0,Lebada Motors,Cambridge,ON,https://www.carpages.ca/used-cars/ontario/cambridge/2016-hyundai-sonata-10791105/,https://images.carpages.ca/inventory/10791105.387856803?w=320&h=240&q=75&s=15add3ef94f533c2d1830219f5a6085f
1147,"Used 2013 Kia Optima EX**LOADED*HEATED/COOLED SEATS*PANO ROOF*HEATED WH for sale in Hamilton, ON",2013,2013 Kia Optima,Kia,Silver,Sedan,Used,13485.0,74642.0,Wayne's Auto World,Hamilton,ON,https://www.carpages.ca/used-cars/ontario/hamilton/2013-kia-optima-10791096/,https://images.carpages.ca/inventory/10791096.387854808?w=320&h=240&q=75&s=d682ce9d6803100430c4bd5d5ed166b1
1148,"Used 2023 Nissan Kicks SR PREMIUM for sale in Yarmouth, NS",2023,2023 Nissan Kicks,Nissan,Boulder Grey,Sedan,Used,29995.0,5512.0,Yarmouth Nissan,Yarmouth,NS,https://www.carpages.ca/used-cars/nova-scotia/yarmouth/2023-nissan-kicks-10791045/,https://images.carpages.ca/inventory/10791045.387913206?w=320&h=240&q=75&s=8aa978ac77e85cb7aa1df04d28509d08
1149,"New 2024 Nissan Kicks SV for sale in Yarmouth, NS",2024,2024 Nissan Kicks,Nissan,SUPER BLACK(KH3),Sedan,New,24798.0,,Yarmouth Nissan,Yarmouth,NS,https://www.carpages.ca/new-cars/nova-scotia/yarmouth/2024-nissan-kicks-10791042/,https://images.carpages.ca/inventory/10791042.387850710?w=320&h=240&q=75&s=456f012f7b621de399d833f721e5636c
1150,"New 2024 Nissan Kicks S for sale in Yarmouth, NS",2024,2024 Nissan Kicks,Nissan,FRESH POWDER(QM1),Sedan,New,24228.0,,Yarmouth Nissan,Yarmouth,NS,https://www.carpages.ca/new-cars/nova-scotia/yarmouth/2024-nissan-kicks-10791039/,https://images.carpages.ca/inventory/10791039.387850446?w=320&h=240&q=75&s=81c868091b185aaf0f422f4db9f03fc1
1151,"Used 2020 Mazda CX-30 GS AWD*B-ZONE*SIÈGES CHAUFFANTS*CRUISE* for sale in Québec, QC",2020,2020 Mazda CX-30,Mazda,Bleu,Sedan,Used,25717.0,68995.0,Kia Val-Bélair,Québec,QC,https://www.carpages.ca/used-cars/quebec/quebec/2020-mazda-cx-30-10791006/,https://images.carpages.ca/inventory/10791006.389220390?w=320&h=240&q=75&s=b95b137861dc4e9a6dc3d158c24510cb
1152,"Used 2018 Kia Forte5 LX+ Auto | HEATED SEATS | BLUETOOTH | A/C for sale in Oakville, ON",2018,2018 Kia Forte5,Kia,White,Sedan,Used,18980.0,70823.0,Lockwood Kia,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2018-kia-forte5-10790826/,https://images.carpages.ca/inventory/10790826.388666650?w=320&h=240&q=75&s=a845cf8f4ddb19204c6dd2ca62cac831
1153,"Used 2019 Toyota Corolla LE  - Heated Seats -  LED Lights for sale in Kanata, ON",2019,2019 Toyota Corolla,Toyota,Gray,Sedan,Used,22495.0,57887.0,Myers Automotive Group,Kanata,ON,https://www.carpages.ca/used-cars/ontario/kanata/2019-toyota-corolla-10790496/,https://images.carpages.ca/inventory/10790496.388356549?w=320&h=240&q=75&s=30cec9d5cc13b174d4cb198a832da724
1154,"Used 2018 Hyundai Elantra GL, Sunroof,  Bluetooth, Reverse Camera for sale in Niagara Falls, ON",2018,2018 Hyundai Elantra,Hyundai,,Sedan,Used,15995.0,122368.0,Cardinal Kia,Niagara Falls,ON,https://www.carpages.ca/used-cars/ontario/niagara-falls/2018-hyundai-elantra-10790475/,https://images.carpages.ca/inventory/10790475.388166331?w=320&h=240&q=75&s=21981aebd674b617e82232ca8d17f686
1155,"Used 2020 Kia Forte EX+, Sunroof, Bluetooth, Heated Seats for sale in Niagara Falls, ON",2020,2020 Kia Forte,Kia,,Sedan,Used,20995.0,103341.0,Cardinal Kia,Niagara Falls,ON,https://www.carpages.ca/used-cars/ontario/niagara-falls/2020-kia-forte-10790442/,https://images.carpages.ca/inventory/10790442.388165770?w=320&h=240&q=75&s=882ec95b6232afe9f06e92c7ff9fc48d
1156,"New 2024 Kia Forte GT-Line IVT for sale in Niagara Falls, ON",2024,2024 Kia Forte,Kia,Gravity Grey,Sedan,New,34384.0,10.0,Cardinal Kia,Niagara Falls,ON,https://www.carpages.ca/new-cars/ontario/niagara-falls/2024-kia-forte-10790439/,https://images.carpages.ca/inventory/10790439.387826104?w=320&h=240&q=75&s=9141b0cd5cab5fb49d354eb8853b84b2
1157,"Used 2023 Hyundai Elantra Essential  - Heated Seats - $95.64 /Wk for sale in Ottawa, ON",2023,2023 Hyundai Elantra,Hyundai,White,Sedan,Used,27380.0,15723.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2023-hyundai-elantra-10790394/,https://images.carpages.ca/inventory/10790394.389044017?w=320&h=240&q=75&s=3fdf9c4740205862af01507dc584fca9
1158,"Used 2014 Buick Verano LEATHER  - $163 B/W - Low Mileage for sale in Ottawa, ON",2014,2014 Buick Verano,Buick,,Sedan,Used,13898.0,80868.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2014-buick-verano-10790379/,https://images.carpages.ca/inventory/10790379.389043492?w=320&h=240&q=75&s=17a9eb975e5e26641f023ae0615be318
1159,"Used 2019 Nissan Altima Platinum  - Sunroof -  Heated Seats for sale in Ottawa, ON",2019,2019 Nissan Altima,Nissan,,Sedan,Used,27495.0,30309.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2019-nissan-altima-10790268/,https://images.carpages.ca/inventory/10790268.387821136?w=320&h=240&q=75&s=27692e144d7ee04a6e40af104cfcc83a
1160,"Used 2012 Honda Civic Sedan LX  - Bluetooth -  A/C for sale in Ottawa, ON",2012,2012 Honda Civic,Honda,Sold As-is,Sedan,Used,6995.0,200109.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2012-honda-civic-10790265/,https://images.carpages.ca/inventory/10790265.387821097?w=320&h=240&q=75&s=8e5005affd260fd9b8a0faea0b2c889a
1161,"Used 2017 Honda Civic Sedan LX  - A/C -  Bluetooth for sale in Ottawa, ON",2017,2017 Honda Civic,Honda,,Sedan,Used,19495.0,146646.0,Myers Automotive Group,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2017-honda-civic-10790262/,https://images.carpages.ca/inventory/10790262.387821001?w=320&h=240&q=75&s=0a0d1e4d5eab878b14f0cc75fa5f7d3a
1162,"Used 2018 Mazda MAZDA3 GS for sale in Scarborough, ON",2018,2018 Mazda MAZDA3,Mazda,Blue,Sedan,Used,20836.0,100334.0,Scarboro Mazda,Scarborough,ON,https://www.carpages.ca/used-cars/ontario/scarborough/2018-mazda-mazda3-10790238/,https://images.carpages.ca/inventory/10790238.387819546?w=320&h=240&q=75&s=935f70590fc487bb1975c9546a297c3b
1163,"Used 2020 Ford Transit Connect CARGO VAN| DUAL SLIDING DOORS | REAR CAM |1 OWNER for sale in Brantford, ON",2020,2020 Ford Transit Connect,Ford,Frozen White,Sedan,Used,31888.0,73373.0,Car Nation Canada,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2020-ford-transit-connect-10790208/,https://images.carpages.ca/inventory/10790208.388347777?w=320&h=240&q=75&s=87da70be37fffe8fd2c8a2ba34aeabcc
1164,"Used 2016 Honda Civic Sedan CERTIFIED VERY CLEAN CAR  WE FINANCE ALL CREDIT for sale in London, ON",2016,2016 Honda Civic,Honda,Crystal Black Pearl,Sedan,Used,22495.0,99821.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2016-honda-civic-10790151/,https://images.carpages.ca/inventory/10790151.387956268?w=320&h=240&q=75&s=7e8158f6d10c64f0663394a85e379757
1165,"Used 2018 Chevrolet Cruze HEATED SEATS R-CAM  LOADED! WE FINANCE ALL CREDIT for sale in London, ON",2018,2018 Chevrolet Cruze,Chevrolet,SUMMIT WHITE,Sedan,Used,23495.0,99250.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2018-chevrolet-cruze-10790139/,https://images.carpages.ca/inventory/10790139.387956208?w=320&h=240&q=75&s=62a0f7a601f8ed0c6c86f30d0eea129b
1166,"Used 2019 Ford Fusion NAV LEATHER H-SEATS LOADED! WE FINANCE ALL CREDIT! for sale in London, ON",2019,2019 Ford Fusion,Ford,Agate Black,Sedan,Used,26995.0,102481.0,5 Star Dealer Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2019-ford-fusion-10790130/,https://images.carpages.ca/inventory/10790130.387956139?w=320&h=240&q=75&s=d8edef58a779823b3a3b97334a4ed085
1167,"Used 2023 Chevrolet Malibu 1LT| BACK UP CAMERA| HEATED SEATS| for sale in Burlington, ON",2023,2023 Chevrolet Malibu,Chevrolet,SUMMIT WHITE,Sedan,Used,28988.0,14018.0,Car Nation Canada,Burlington,ON,https://www.carpages.ca/used-cars/ontario/burlington/2023-chevrolet-malibu-10790121/,https://images.carpages.ca/inventory/10790121.387813816?w=320&h=240&q=75&s=511731c302bbd90afaa2dbcdca70ca37
1168,"Used 2015 Dodge Charger SXT RWD Navigation Sunroof Heated Front Seats for sale in St Catharines, ON",2015,2015 Dodge Charger,Dodge,Granite Crystal Metallic,Sedan,Used,15995.0,136902.0,Two Guys Quality Cars,St Catharines,ON,https://www.carpages.ca/used-cars/ontario/st-catharines/2015-dodge-charger-10790118/,https://images.carpages.ca/inventory/10790118.387952242?w=320&h=240&q=75&s=5135f49a62412678177ce68e24a08282
1169,"New 2024 Mazda MAZDA3 Sport GX for sale in Sherwood Park, AB",2024,2024 Mazda MAZDA3,Mazda,DEEP CRYSTAL BLUE MICA(42M-BBB)-BLACK,Sedan,New,27071.25,10.0,Park Mazda,Sherwood Park,AB,https://www.carpages.ca/new-cars/alberta/sherwood-park/2024-mazda-mazda3-10790109/,https://images.carpages.ca/inventory/10790109.387813531?w=320&h=240&q=75&s=4f1bf5cb394443e3b30b54f3617180ea
1170,"New 2024 Mazda MAZDA3 Sport GX for sale in Sherwood Park, AB",2024,2024 Mazda MAZDA3,Mazda,JET BLACK MICA(41W-BBB)-BLACK,Sedan,New,27071.25,10.0,Park Mazda,Sherwood Park,AB,https://www.carpages.ca/new-cars/alberta/sherwood-park/2024-mazda-mazda3-10790079/,https://images.carpages.ca/inventory/10790079.387813459?w=320&h=240&q=75&s=11b24258dc3b0f51659b0bdb64c072a3
1171,"New 2024 Mazda MAZDA3 GT for sale in Sherwood Park, AB",2024,2024 Mazda MAZDA3,Mazda,MACHINE GREY METALLIC(46G-BBG)-RED,Sedan,New,39521.25,10.0,Park Mazda,Sherwood Park,AB,https://www.carpages.ca/new-cars/alberta/sherwood-park/2024-mazda-mazda3-10790058/,https://images.carpages.ca/inventory/10790058.387813402?w=320&h=240&q=75&s=2ef8eec3d34f1e1a863ac2843bcab8fd
1172,"Used 2020 Acura TLX ELITE A-SPEC V6 AWD| RED LEATHER| 360 CAM| SUNROOF for sale in Ottawa, ON",2020,2020 Acura TLX,Acura,Platinum White Pearl,Sedan,Used,32958.0,104523.0,Car-On Auto Sales,Ottawa,ON,https://www.carpages.ca/used-cars/ontario/ottawa/2020-acura-tlx-10790028/,https://images.carpages.ca/inventory/10790028.387812688?w=320&h=240&q=75&s=3a46cbd3829919dcf90ed4f6028246a1
1173,"Used 2016 Chevrolet Cruze LT AUTOMATIC**4CYL**FRESH SAFETY for sale in Winnipeg, MB",2016,2016 Chevrolet Cruze,Chevrolet,,Sedan,Used,15900.0,152760.0,West Perimeter Auto Centre,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-chevrolet-cruze-10789920/,https://images.carpages.ca/inventory/10789920.387807528?w=320&h=240&q=75&s=511742427307be68f4ee2a0020ec083c
1174,"Used 2010 Mazda MAZDA3 GX ~Alloy Wheels ~AM/FM Stereo ~Sunroof for sale in Barrie, ON",2010,2010 Mazda MAZDA3,Mazda,Aluminum Metallic Mica,Sedan,Used,9990.0,173582.0,G.D. Coates Used Car Superstore,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2010-mazda-mazda3-10789917/,https://images.carpages.ca/inventory/10789917.389289855?w=320&h=240&q=75&s=4e53daf260c97e4ba95dc47007300925
1175,"Used 2021 Chrysler 300 300 Touring L AWD for sale in Barrie, ON",2021,2021 Chrysler 300,Chrysler,Silver Mist,Sedan,Used,35990.0,83988.0,G.D. Coates Used Car Superstore,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2021-chrysler-300-10789914/,https://images.carpages.ca/inventory/10789914.389290539?w=320&h=240&q=75&s=4d367d850c35c1078a349a5568bcc1ce
1176,"Used 2019 Honda Odyssey EX, 8 PASSAGERS, PORTES ELECTRIQUES, CARPLAY for sale in Saint-Hubert, QC",2019,2019 Honda Odyssey,Honda,Modern Steel Metallic,Sedan,Used,35888.0,28183.0,Auto Flash BFH,Saint-Hubert,QC,https://www.carpages.ca/used-cars/quebec/saint-hubert/2019-honda-odyssey-10789899/,https://images.carpages.ca/inventory/10789899.389563902?w=320&h=240&q=75&s=98ca6455d981a1ab85a6616e3bc16511
1177,"Used 2018 Mazda MAZDA3 Gs|HtdSeats|Camera|Local|Clean|50MPG for sale in Brandon, MB",2018,2018 Mazda MAZDA3,Mazda,Jet Black Mica,Sedan,Used,24600.0,38063.0,Forman Honda,Brandon,MB,https://www.carpages.ca/used-cars/manitoba/brandon/2018-mazda-mazda3-10789893/,https://images.carpages.ca/inventory/10789893.387806577?w=320&h=240&q=75&s=8a335921afbc2ce96b279bb6a033adcd
1178,"Used 2018 Nissan Altima 2.5 SV Sedan for sale in Surrey, BC",2018,2018 Nissan Altima,Nissan,Gun Metallic,Sedan,Used,18500.0,107933.0,Jim Pattison Auto Group,Surrey,BC,https://www.carpages.ca/used-cars/british-columbia/surrey/2018-nissan-altima-10789869/,https://images.carpages.ca/inventory/10789869.389288379?w=320&h=240&q=75&s=7a7207a1c897b021971ef47c18f469dd
1179,"Used 2021 Hyundai Elantra Preferred IVT|SUNPKG|TECHPKG|HEATEDSEATS|BACKUPCAM for sale in North York, ON",2021,2021 Hyundai Elantra,Hyundai,Fiery Red,Sedan,Used,24987.0,85004.0,Favorit Motors,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2021-hyundai-elantra-10789851/,https://images.carpages.ca/inventory/10789851.389563149?w=320&h=240&q=75&s=ad39afa38d683bce677f51711b49b73c
1180,"Used 2021 Hyundai Elantra Preferred IVT|SUNPKG|TECHPKG|HEATEDSEATS|BACKUPCAM for sale in North York, ON",2021,2021 Hyundai Elantra,Hyundai,Polar White,Sedan,Used,24587.0,92659.0,Favorit Motors,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2021-hyundai-elantra-10789848/,https://images.carpages.ca/inventory/10789848.389563134?w=320&h=240&q=75&s=cc9f45b5867d935e19ae17d1233cd247
1181,"Used 2018 Tesla Model 3 LONG RANGE|FULLSELFDRIVING|ALLOYS|NAV|BACKUPCAM|++ for sale in North York, ON",2018,2018 Tesla Model 3,Tesla,Red,Sedan,Used,37995.0,110282.0,Favorit Motors,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2018-tesla-model-3-10789845/,https://images.carpages.ca/inventory/10789845.389563119?w=320&h=240&q=75&s=0a65cc0d5aaa4f6560ff4b09d3fc685b
1182,"Used 2021 Porsche Taycan 4S | EXPOSED CARBON FIBER KIT | 19 IN WHEELS for sale in Vaughan, ON",2021,2021 Porsche Taycan,Porsche,Mamba Green Metallic,Sedan,Used,109910.0,34194.0,Toronto Auto Brokers,Vaughan,ON,https://www.carpages.ca/used-cars/ontario/vaughan/2021-porsche-taycan-10789833/,https://images.carpages.ca/inventory/10789833.389444886?w=320&h=240&q=75&s=03814b74da81f7e821b1e54b9cf2a1a3
1183,"Used 2022 Toyota Corolla L CVT for sale in North Vancouver, BC",2022,2022 Toyota Corolla,Toyota,Celestite,Sedan,Used,27990.0,35439.0,Jim Pattison Auto Group,North Vancouver,BC,https://www.carpages.ca/used-cars/british-columbia/north-vancouver/2022-toyota-corolla-10789800/,https://images.carpages.ca/inventory/10789800.388633203?w=320&h=240&q=75&s=4ba78c4877c4bebbed9c0c6db5241565
1184,"Used 2022 Toyota Camry XSE 1OWNER|DILAWRI CERTIFIED|CLEAN CARFAX for sale in Mississauga, ON",2022,2022 Toyota Camry,Toyota,White,Sedan,Used,42888.0,37800.0,401 Dixie Mazda,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2022-toyota-camry-10789788/,https://images.carpages.ca/inventory/10789788.389562249?w=320&h=240&q=75&s=8d15a22341b9c06e7f2097b7eb292f1f
1185,"New 2024 Hyundai Venue PREFERRED for sale in North Bay, ON",2024,2024 Hyundai Venue,Hyundai,ULTIMATE RED W/BLACK ROOF,Sedan,New,25524.0,25.0,Neddy's North Bay Hyundai,North Bay,ON,https://www.carpages.ca/new-cars/ontario/north-bay/2024-hyundai-venue-10789659/,https://images.carpages.ca/inventory/10789659.387796590?w=320&h=240&q=75&s=0b0e662ba9045bcdb1d9920ffc72b580
1186,"New 2024 Hyundai Venue PREFERRED for sale in North Bay, ON",2024,2024 Hyundai Venue,Hyundai,Shimmering Silver w/Black Roof,Sedan,New,25524.0,25.0,Neddy's North Bay Hyundai,North Bay,ON,https://www.carpages.ca/new-cars/ontario/north-bay/2024-hyundai-venue-10789590/,https://images.carpages.ca/inventory/10789590.387796035?w=320&h=240&q=75&s=c1cc1064c107c60c03cf74134a4995dc
1187,"Used 2020 Kia Forte EX+ | Must See Low Kms!! for sale in Oakville, ON",2020,2020 Kia Forte,Kia,Black,Sedan,Used,23144.0,46319.0,Oak-Land Ford,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2020-kia-forte-10789398/,https://images.carpages.ca/inventory/10789398.388444767?w=320&h=240&q=75&s=8ea257664ab152f4f63523c98e0d8773
1188,"Used 2016 Honda Civic LX for sale in London, ON",2016,2016 Honda Civic,Honda,Blue,Sedan,Used,18988.0,147500.0,Empire Auto Group,London,ON,https://www.carpages.ca/used-cars/ontario/london/2016-honda-civic-10789284/,https://images.carpages.ca/inventory/10789284.387938904?w=320&h=240&q=75&s=85c1d16cc33e38065bc67b1f47dd2c9e
1189,"Used 2021 Toyota Camry SE for sale in Stittsville, ON",2021,2021 Toyota Camry,Toyota,Silver,Sedan,Used,27195.0,88619.0,Orr Motors,Stittsville,ON,https://www.carpages.ca/used-cars/ontario/stittsville/2021-toyota-camry-10789161/,https://images.carpages.ca/inventory/10789161.388070847?w=320&h=240&q=75&s=6395a5e7bc6949d0d443a27e2f8f4e1a
1190,"Used 2021 Toyota Corolla L for sale in Stittsville, ON",2021,2021 Toyota Corolla,Toyota,Blue,Sedan,Used,25499.0,89743.0,Orr Motors,Stittsville,ON,https://www.carpages.ca/used-cars/ontario/stittsville/2021-toyota-corolla-10789155/,https://images.carpages.ca/inventory/10789155.388070769?w=320&h=240&q=75&s=3f4635cdd982f0235e0047967ad30ec5
1191,"Used 2021 Toyota Corolla L for sale in Stittsville, ON",2021,2021 Toyota Corolla,Toyota,White,Sedan,Used,25495.0,116640.0,Orr Motors,Stittsville,ON,https://www.carpages.ca/used-cars/ontario/stittsville/2021-toyota-corolla-10789152/,https://images.carpages.ca/inventory/10789152.388070691?w=320&h=240&q=75&s=37a5741a0e3db5eafa5ca25fdce6072b
1192,"Used 2022 Chevrolet Malibu LT for sale in Stittsville, ON",2022,2022 Chevrolet Malibu,Chevrolet,Grey,Sedan,Used,25995.0,81416.0,Orr Motors,Stittsville,ON,https://www.carpages.ca/used-cars/ontario/stittsville/2022-chevrolet-malibu-10789134/,https://images.carpages.ca/inventory/10789134.389666490?w=320&h=240&q=75&s=df3b000faddbcb36bd92f86052de404a
1193,"Used 2014 Toyota Corolla AUTOMATIC | HEATED SEATS | BLUETOOTH for sale in Waterloo, ON",2014,2014 Toyota Corolla,Toyota,Black,Sedan,Used,10777.0,230687.0,Parkway Ford Sales,Waterloo,ON,https://www.carpages.ca/used-cars/ontario/waterloo/2014-toyota-corolla-10789092/,https://images.carpages.ca/inventory/10789092.388301265?w=320&h=240&q=75&s=fcfefdf19799a55de0d5f39d34a3bf2f
1194,"Used 2022 Nissan Sentra SV Special Edition | Winter Tire Set Included for sale in Winnipeg, MB",2022,2022 Nissan Sentra,Nissan,Super Black,Sedan,Used,27992.0,16860.0,Birchwood Hyundai,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-nissan-sentra-10789005/,https://images.carpages.ca/inventory/10789005.387787569?w=320&h=240&q=75&s=d267fb35a1d07873d3d8c6d0225f30bd
1195,"Used 2020 Toyota Corolla 4-door Sedan LE CVT for sale in Mississauga, ON",2020,2020 Toyota Corolla,Toyota,Super White,Sedan,Used,24995.0,50285.0,The Humberview Group,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2020-toyota-corolla-10788996/,https://images.carpages.ca/inventory/10788996.387787353?w=320&h=240&q=75&s=07f4a40ab0fccef91e5567154028cded
