,Titles,Year,Model,Make,Colour,Style,Condition,Price,Mileages,Dealer,City,Province,Posting Link,Image Link
17,"Used 2009 Lexus IS 250 AS TRADED | IS250 | MANUAL | LEATHER | SUNROOF | for sale in Kitchener, ON",2009,2009 Lexus IS 250,Lexus,Grey,Sedan,Used,7000,225021.0,Kitchener Hyundai,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2009-lexus-is-250-10793607/,https://images.carpages.ca/inventory/10793607.387936171?w=320&h=240&q=75&s=d8b2662881b33e29f5b606114bee7b3f
18,"New 2023 Chrysler 300 C for sale in Surrey, BC",2023,2023 Chrysler 300,Chrysler,White,Sedan,New,83500,12.0,Langley Chrysler,Surrey,BC,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-chrysler-300-10793517/,https://images.carpages.ca/inventory/10793517.387935094?w=320&h=240&q=75&s=f63cbc765a2a6321c9d55712b9db3fab
19,"Used 2023 Infiniti QX80 ProActive AWD | DVD | Heated/Cooling seats | Apple CarPlay for sale in Winnipeg, MB",2023,2023 Infiniti QX80,Infiniti,Black Obsidian,Sedan,Used,78991,13626.0,Birchwood Infiniti,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2023-infiniti-qx80-10793061/,https://images.carpages.ca/inventory/10793061.387924525?w=320&h=240&q=75&s=dc445650fbd5d78f5f6366854cdad778
20,"Used 2019 Toyota Corolla 4dr Sdn CVT LE for sale in Pickering, ON",2019,2019 Toyota Corolla,Toyota,Magnetic Grey,Sedan,Used,21995,75436.0,Pickering Toyota,Pickering,ON,https://www.carpages.ca/used-cars/ontario/pickering/2019-toyota-corolla-10792986/,https://images.carpages.ca/inventory/10792986.387923592?w=320&h=240&q=75&s=4b79597b942bef48b694272d522f5f8e
21,"Used 2008 Chrysler 300 TOURING*ALLOYS*RUNS GREAT*AS IS SPECIAL for sale in London, ON",2008,2008 Chrysler 300,Chrysler,Gold,Sedan,Used,3495,213856.0,Tiger Auto Sales Ltd.,London,ON,https://www.carpages.ca/used-cars/ontario/london/2008-chrysler-300-10792917/,https://images.carpages.ca/inventory/10792917.387922857?w=320&h=240&q=75&s=eff9e1964f402fc9ae1fc76ae99897d7
22,"Used 2012 Subaru Impreza 2.0i for sale in Calgary, AB",2012,2012 Subaru Impreza,Subaru,Purple,Sedan,Used,4995,277814.0,Regal Auctions Ltd.,Calgary,AB,https://www.carpages.ca/used-cars/alberta/calgary/2012-subaru-impreza-10792911/,https://images.carpages.ca/inventory/10792911.387922767?w=320&h=240&q=75&s=5b2a13bcf50d369d25e67cb4a46870ac
23,"Used 2007 BMW 3 Series 323I*SEDAN*AUTO*ALLOYS*LEATHER*AS IS SPECIAL for sale in London, ON",2007,2007 BMW 3 Series,BMW,Grey,Sedan,Used,4495,230366.0,Tiger Auto Sales Ltd.,London,ON,https://www.carpages.ca/used-cars/ontario/london/2007-bmw-3-series-10792872/,https://images.carpages.ca/inventory/10792872.387921858?w=320&h=240&q=75&s=9f61d69c3cc2c741c1cded5ae8b5a8da
24,"Used 2022 Kia K5 GT for sale in Calgary, AB",2022,2022 Kia K5,Kia,Black,Sedan,Used,36500,15864.0,Regal Auctions Ltd.,Calgary,AB,https://www.carpages.ca/used-cars/alberta/calgary/2022-kia-k5-10792860/,https://images.carpages.ca/inventory/10792860.387921177?w=320&h=240&q=75&s=36eefcaa43dfc00843892f11ce55892c
25,"Used 2006 Acura TL *V6*LEAETHER*LOADED*ONLY 160KMS*AS IS SPECIAL for sale in London, ON",2006,2006 Acura TL,Acura,Grey,Sedan,Used,3995,160592.0,Tiger Auto Sales Ltd.,London,ON,https://www.carpages.ca/used-cars/ontario/london/2006-acura-tl-10792845/,https://images.carpages.ca/inventory/10792845.387920538?w=320&h=240&q=75&s=58dcd22dc7e83f13da0556e587012c44
26,"Used 2002 Toyota Corolla CE*AUTO*4 CYL*RELIABLE*AS IS SPECIAL for sale in London, ON",2002,2002 Toyota Corolla,Toyota,Blue,Sedan,Used,3495,200355.0,Tiger Auto Sales Ltd.,London,ON,https://www.carpages.ca/used-cars/ontario/london/2002-toyota-corolla-10792842/,https://images.carpages.ca/inventory/10792842.387920490?w=320&h=240&q=75&s=6661af8ccaffb0870d22295ba21581bb
27,"Used 2021 Hyundai Sonata 2.5L PREFERRED for sale in Brampton, ON",2021,2021 Hyundai Sonata,Hyundai,Black,Sedan,Used,25900,75100.0,#9 Auto Sales,Brampton,ON,https://www.carpages.ca/used-cars/ontario/brampton/2021-hyundai-sonata-10792830/,https://images.carpages.ca/inventory/10792830.387919248?w=320&h=240&q=75&s=5f68b03a958e8ebc25ea6e3833872aae
28,"Used 2008 BMW 3 Series 4dr Sdn 335xi AWD for sale in Winnipeg, MB",2008,2008 BMW 3 Series,BMW,Charcoal,Sedan,Used,12950,132121.0,Westside Sales,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2008-bmw-3-series-10792824/,https://images.carpages.ca/inventory/10792824.388057674?w=320&h=240&q=75&s=9a260dbf913eb4b85d15f7dbfba80428
29,"Used 2021 Toyota Corolla LE CVT SUNROOF for sale in Brampton, ON",2021,2021 Toyota Corolla,Toyota,Blue,Sedan,Used,23900,80000.0,#9 Auto Sales,Brampton,ON,https://www.carpages.ca/used-cars/ontario/brampton/2021-toyota-corolla-10792821/,https://images.carpages.ca/inventory/10792821.387919026?w=320&h=240&q=75&s=3b7acc45f8cdafc4f37bb75e961d8970
30,"Used 2017 Honda Civic 4dr Cvt Lx for sale in Brampton, ON",2017,2017 Honda Civic,Honda,Silver,Sedan,Used,16900,153800.0,#9 Auto Sales,Brampton,ON,https://www.carpages.ca/used-cars/ontario/brampton/2017-honda-civic-10792818/,https://images.carpages.ca/inventory/10792818.387918756?w=320&h=240&q=75&s=9457f0d778ac2fa6a0235b29ca835a3e
31,"Used 2010 Mitsubishi Lancer GTS for sale in Cobourg, ON",2010,2010 Mitsubishi Lancer,Mitsubishi,Black,Sedan,Used,7199,211867.0,True North Auto Brokers,Cobourg,ON,https://www.carpages.ca/used-cars/ontario/cobourg/2010-mitsubishi-lancer-10792815/,https://images.carpages.ca/inventory/10792815.387919017?w=320&h=240&q=75&s=f9581dcf14c7d23e7af333146627e910
32,"Used 2019 Honda Civic LX+Adaptive Cruise+LaneKeep+ApplePlay+CLEAN CARFAX for sale in London, ON",2019,2019 Honda Civic,Honda,Black,Sedan,Used,23999,49000.0,Sport Motors,London,ON,https://www.carpages.ca/used-cars/ontario/london/2019-honda-civic-10792791/,https://images.carpages.ca/inventory/10792791.387918102?w=320&h=240&q=75&s=a0c689fa6392a15fe7f59b90042cab69
33,Used 2011 Cadillac CTS ,2011,2011 Cadillac CTS,Cadillac,Burgundy,Sedan,Used,9999,175598.0,Kelly and Sons Auto,Ajax,ON,https://www.carpages.ca/used-cars/ontario/ajax/2011-cadillac-cts-10792788/,https://images.carpages.ca/inventory/10792788.387917802?w=320&h=240&q=75&s=c8b13aa88e1f1ce49913daa3d2514331
34,"Used 2017 Buick Regal 4dr Sdn Premium I AWD for sale in Oakville, ON",2017,2017 Buick Regal,Buick,White,Sedan,Used,22900,104000.0,Twin Oaks Auto,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2017-buick-regal-10792755/,https://images.carpages.ca/inventory/10792755.387917232?w=320&h=240&q=75&s=1162ebfce505807f5c351d13eed7f0c8
35,"Used 2020 Toyota Corolla LE for sale in Welland, ON",2020,2020 Toyota Corolla,Toyota,White,Sedan,Used,23499,69764.0,Welland Toyota,Welland,ON,https://www.carpages.ca/used-cars/ontario/welland/2020-toyota-corolla-10792686/,https://images.carpages.ca/inventory/10792686.387915747?w=320&h=240&q=75&s=2428054a5de6c09e0f2319bf7ab377c6
36,"Used 2017 Toyota Camry XSE V6 for sale in Welland, ON",2017,2017 Toyota Camry,Toyota,White,Sedan,Used,23499,128625.0,Welland Toyota,Welland,ON,https://www.carpages.ca/used-cars/ontario/welland/2017-toyota-camry-10792683/,https://images.carpages.ca/inventory/10792683.387915717?w=320&h=240&q=75&s=ac5d2efdafcdde7efc480b613674071d
37,"Used 2023 Kia Stinger GT Elite w/Black Interior for sale in Welland, ON",2023,2023 Kia Stinger,Kia,White,Sedan,Used,48499,14192.0,Welland Toyota,Welland,ON,https://www.carpages.ca/used-cars/ontario/welland/2023-kia-stinger-10792680/,https://images.carpages.ca/inventory/10792680.387915681?w=320&h=240&q=75&s=4b875b01d1271850d4ab2c18849c2e54
38,"Used 2017 Honda Civic LX BACK UP CAM- CLEAN CARFAX for sale in Kingston, ON",2017,2017 Honda Civic,Honda,Dark Grey,Sedan,Used,18495,131010.0,Autohouse Kingston,Kingston,ON,https://www.carpages.ca/used-cars/ontario/kingston/2017-honda-civic-10792659/,https://images.carpages.ca/inventory/10792659.387915180?w=320&h=240&q=75&s=7c724f25f17b3fc13497f0de2ab78265
39,"Used 2017 Ford Fusion Energi SE Luxury SE LUXURY LEATHER HYBRID for sale in Chatham, ON",2017,2017 Ford Fusion,Ford,Blue,Sedan,Used,18530,122672.0,Chatham Chrysler,Chatham,ON,https://www.carpages.ca/used-cars/ontario/chatham/2017-ford-fusion-10792620/,https://images.carpages.ca/inventory/10792620.387913953?w=320&h=240&q=75&s=7e6168a64ca6f7398dd772ed6bee5069
40,"Used 2013 Ford Fusion 4dr Sdn SE FWD for sale in Winnipeg, MB",2013,2013 Ford Fusion,Ford,Brown,Sedan,Used,13495,197500.0,The Car Guy Inc,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2013-ford-fusion-10792596/,https://images.carpages.ca/inventory/10792596.387914148?w=320&h=240&q=75&s=f89f87e9dbbe805789f29ed178425a72
41,"Used 2015 Buick Verano  for sale in Kelowna, BC",2015,2015 Buick Verano,Buick,White,Sedan,Used,12998,144086.0,Okanagan Drives Credit,Kelowna,BC,https://www.carpages.ca/used-cars/british-columbia/kelowna/2015-buick-verano-10792575/,https://images.carpages.ca/inventory/10792575.387939042?w=320&h=240&q=75&s=16dda53995115d50aa70616e49ce7019
42,"Used 2015 Nissan Micra 4dr HB Auto SR for sale in Brantford, ON",2015,2015 Nissan Micra,Nissan,White,Sedan,Used,15999,40879.0,Brant County Ford,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2015-nissan-micra-10792551/,https://images.carpages.ca/inventory/10792551.387911730?w=320&h=240&q=75&s=45519c60026c85be2966a4df452cc733
43,"Used 2015 Mazda MAZDA3 NAVI|BACKUP CAM|HEATED SEATS|LOADED| for sale in Oakville, ON",2015,2015 Mazda MAZDA3,Mazda,Grey,Sedan,Used,12488,138453.0,S.S. Auto Group,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2015-mazda-mazda3-10792536/,https://images.carpages.ca/inventory/10792536.387911559?w=320&h=240&q=75&s=9c9a1a5dcf82853c81c2c153951a96e9
44,"Used 2014 Toyota Camry LE | SUNROOF | BACKUP CAM | $0 DOWN for sale in Calgary, AB",2014,2014 Toyota Camry,Toyota,Blue,Sedan,Used,22988,65721.0,GT Motor Sports Calgary,Calgary,AB,https://www.carpages.ca/used-cars/alberta/calgary/2014-toyota-camry-10792533/,https://images.carpages.ca/inventory/10792533.387911388?w=320&h=240&q=75&s=9afbebe79463268ff2e5cc2f130faedb
45,"Used 2019 MINI Cooper Countryman Cooper S ALL4 for sale in Brantford, ON",2019,2019 MINI Cooper Countryman,MINI,Blue,Sedan,Used,29999,63214.0,Brant County Ford,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2019-mini-cooper-countryman-10792530/,https://images.carpages.ca/inventory/10792530.387917871?w=320&h=240&q=75&s=765b0661a93a4c9384270ceb3e06daea
46,"Used 2013 Chrysler 300 Touring 3.6L V6 Sunroof Well Oiled Only 139000 KMS for sale in Gorrie, ON",2013,2013 Chrysler 300,Chrysler,Maroon,Sedan,Used,14988,139620.0,Pentastic Motors,Gorrie,ON,https://www.carpages.ca/used-cars/ontario/gorrie/2013-chrysler-300-10792524/,https://images.carpages.ca/inventory/10792524.387911205?w=320&h=240&q=75&s=4437c930d51e9ee6164518418c8eb4b2
47,"Used 2012 Chevrolet Malibu 4dr Sdn LS for sale in Brantford, ON",2012,2012 Chevrolet Malibu,Chevrolet,Silver,Sedan,Used,10599,99587.0,Brant County Ford,Brantford,ON,https://www.carpages.ca/used-cars/ontario/brantford/2012-chevrolet-malibu-10792521/,https://images.carpages.ca/inventory/10792521.387910947?w=320&h=240&q=75&s=2f6387b8f142f667359e1262fffeff46
48,"Used 2010 Chevrolet Impala LS for sale in Harriston, ON",2010,2010 Chevrolet Impala,Chevrolet,White,Sedan,Used,1500,299000.0,Leslie Motors Ltd.,Harriston,ON,https://www.carpages.ca/used-cars/ontario/harriston/2010-chevrolet-impala-10792506/,https://images.carpages.ca/inventory/10792506.387910824?w=320&h=240&q=75&s=d1f7151131739c3399f3f4159594782b
0,"Used 2020 Honda Civic LX MODEL, REARVIEW CAMERA, HEATED SEATS, BLUETOOTH for sale in North York, ON",2020,2020 Honda Civic,Honda,White,Sedan,Used,22999,121237.0,Car Canada Finance,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2020-honda-civic-10792464/,https://images.carpages.ca/inventory/10792464.387909747?w=320&h=240&q=75&s=755bfbb27bceccd64b561ba3383a43b1
1,"Used 2018 Hyundai Elantra Sport Manual  LEATHER/SUNROOF!! for sale in Barrie, ON",2018,2018 Hyundai Elantra,Hyundai,Orange,Sedan,Used,17995,112000.0,Eckert Auto Sales,Barrie,ON,https://www.carpages.ca/used-cars/ontario/barrie/2018-hyundai-elantra-10792401/,https://images.carpages.ca/inventory/10792401.387908496?w=320&h=240&q=75&s=48fd7971d1bedaf7f340a2966fb220f2
2,"Used 2015 Chevrolet Cruze LTZ NAV | BACKUP CAM | PIONEER AUDIO | SUNROOF | LEATHER for sale in Mississauga, ON",2015,2015 Chevrolet Cruze,Chevrolet,Blue,Sedan,Used,10990,171979.0,The Humberview Group,Mississauga,ON,https://www.carpages.ca/used-cars/ontario/mississauga/2015-chevrolet-cruze-10792380/,https://images.carpages.ca/inventory/10792380.387907725?w=320&h=240&q=75&s=ce34af80678d19c04ee257eb22131499
3,"Used 2018 BMW 3 Series 330i xDrive Navi Camera Highly Optioned for sale in Kitchener, ON",2018,2018 BMW 3 Series,BMW,Black,Sedan,Used,25880,86733.0,Redline Motors,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2018-bmw-3-series-10792371/,https://images.carpages.ca/inventory/10792371.387907530?w=320&h=240&q=75&s=a90cf9a4a33899ef603a0294423d7d93
4,"Used 2007 Ford Fusion SEL for sale in Harriston, ON",2007,2007 Ford Fusion,Ford,Merlot Clearcoat Metallic,Sedan,Used,2000,249000.0,Leslie Motors Ltd.,Harriston,ON,https://www.carpages.ca/used-cars/ontario/harriston/2007-ford-fusion-10792365/,https://images.carpages.ca/inventory/10792365.387907467?w=320&h=240&q=75&s=de4af35f974127b2f314a566d4ee474c
5,"Used 2019 BMW 3 Series 330i xDrive M Sport Highly Optioned One Owner for sale in Kitchener, ON",2019,2019 BMW 3 Series,BMW,Black,Sedan,Used,30880,101766.0,Redline Motors,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2019-bmw-3-series-10792329/,https://images.carpages.ca/inventory/10792329.387907218?w=320&h=240&q=75&s=ea96e8508988066ef25d9ac20b274956
6,"Used 2019 BMW 3 Series 330i xDrive Navi Camera Highly Optioned One Owner for sale in Kitchener, ON",2019,2019 BMW 3 Series,BMW,Blue,Sedan,Used,32880,77647.0,Redline Motors,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2019-bmw-3-series-10792290/,https://images.carpages.ca/inventory/10792290.387906705?w=320&h=240&q=75&s=a71eb0e09a3faacf3d807f556c82c091
7,"Used 2020 Honda Civic LX MODEL, REARVIEW CAMERA, HEATED SEATS, BLUETOOTH for sale in Toronto, ON",2020,2020 Honda Civic,Honda,White,Sedan,Used,22999,121237.0,Good Fellows Auto Wholesalers,Toronto,ON,https://www.carpages.ca/used-cars/ontario/toronto/2020-honda-civic-10792284/,https://images.carpages.ca/inventory/10792284.387906555?w=320&h=240&q=75&s=5c921b14dbc93397a2d0a020af48ecaa
8,"Used 2015 Honda Civic 4dr Auto EX for sale in Surrey, BC",2015,2015 Honda Civic,Honda,Black,Sedan,Used,18599,107419.0,H2H Auto Group,Surrey,BC,https://www.carpages.ca/used-cars/british-columbia/surrey/2015-honda-civic-10792272/,https://images.carpages.ca/inventory/10792272.387906759?w=320&h=240&q=75&s=73c8990feb4c9b884ee0a39ce86262eb
9,"Used 2018 Infiniti Q50 3.0T Sport for sale in Kitchener, ON",2018,2018 Infiniti Q50,Infiniti,Gray,Sedan,Used,25995,87000.0,Vendora Credit Inc,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2018-infiniti-q50-10792266/,https://images.carpages.ca/inventory/10792266.388057896?w=320&h=240&q=75&s=742527a4c67c48a9c76b2b4ce18b4faf
10,"Used 2018 Infiniti Q50 3.0T Sport for sale in Ancaster, ON",2018,2018 Infiniti Q50,Infiniti,Gray,Sedan,Used,25995,87000.0,Village Auto of Ancaster,Ancaster,ON,https://www.carpages.ca/used-cars/ontario/ancaster/2018-infiniti-q50-10792254/,https://images.carpages.ca/inventory/10792254.388056735?w=320&h=240&q=75&s=f7af810b9e08f8aeb55e223f63a3ab92
11,"Used 2019 Chevrolet Malibu 4dr Sdn LT w/1LT for sale in Winnipeg, MB",2019,2019 Chevrolet Malibu,Chevrolet,White,Sedan,Used,19995,200900.0,The Car Guy Inc,Winnipeg,MB,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-chevrolet-malibu-10792245/,https://images.carpages.ca/inventory/10792245.387905907?w=320&h=240&q=75&s=4689ac2ab531a3f01262ca3f240d153c
12,"Used 2011 Chevrolet Malibu 4dr Sdn LS, LOW KM'S for sale in Orillia, ON",2011,2011 Chevrolet Malibu,Chevrolet,Blue,Sedan,Used,9995,83066.0,Auto Choice Sales,Orillia,ON,https://www.carpages.ca/used-cars/ontario/orillia/2011-chevrolet-malibu-10792149/,https://images.carpages.ca/inventory/10792149.387902241?w=320&h=240&q=75&s=0e6a50ee74282c9a3bcd361974929ee3
13,"Used 2013 Ford Taurus SEL+Heated Leather+Roof+CAM+New Tires+CLEAN CARFAX for sale in London, ON",2013,2013 Ford Taurus,Ford,Gray,Sedan,Used,9999,146000.0,Sport Motors,London,ON,https://www.carpages.ca/used-cars/ontario/london/2013-ford-taurus-10792125/,https://images.carpages.ca/inventory/10792125.387899919?w=320&h=240&q=75&s=3190c0ade4cc0e8c12ca137adfdbf4c4
14,"Used 2015 Nissan Sentra SV *HEATED SEATS* for sale in Kitchener, ON",2015,2015 Nissan Sentra,Nissan,Charcoal,Sedan,Used,11950,117972.0,Quality Car Sales,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2015-nissan-sentra-10792107/,https://images.carpages.ca/inventory/10792107.387899088?w=320&h=240&q=75&s=6f36d848a3d405ed4215d63b142db9df
15,"Used 2015 Kia Forte LX *BLUETOOTH* for sale in Kitchener, ON",2015,2015 Kia Forte,Kia,White,Sedan,Used,12950,143117.0,Quality Car Sales,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2015-kia-forte-10792095/,https://images.carpages.ca/inventory/10792095.387898644?w=320&h=240&q=75&s=21c5f67a07cdb039d632655faf6fcd26
16,"Used 2014 Kia Forte LX *BLUETOOTH* for sale in Kitchener, ON",2014,2014 Kia Forte,Kia,White,Sedan,Used,12950,114480.0,Quality Car Sales,Kitchener,ON,https://www.carpages.ca/used-cars/ontario/kitchener/2014-kia-forte-10792080/,https://images.carpages.ca/inventory/10792080.387898284?w=320&h=240&q=75&s=204f696cfd748490c528ae262cec2119
17,"Used 2019 Hyundai Elantra GT Luxury for sale in North York, ON",2019,2019 Hyundai Elantra GT,Hyundai,White,Sedan,Used,17980,132045.0,AA Canada Inc,North York,ON,https://www.carpages.ca/used-cars/ontario/north-york/2019-hyundai-elantra-gt-10792074/,https://images.carpages.ca/inventory/10792074.387898200?w=320&h=240&q=75&s=913e035f064a3f967f31a0d2737113c3
18,"Used 2018 Hyundai Elantra GL SE for sale in Oshawa, ON",2018,2018 Hyundai Elantra,Hyundai,Black,Sedan,Used,18999,140706.0,Garden Street Auto Sales Ltd.,Oshawa,ON,https://www.carpages.ca/used-cars/ontario/oshawa/2018-hyundai-elantra-10792050/,https://images.carpages.ca/inventory/10792050.387897558?w=320&h=240&q=75&s=5be153152c5f573447a6ab040075b45a
19,"Used 2012 Chevrolet Impala 4DR SDN LS Financing Clean CarFax Trades Welcome! for sale in Rockwood, ON",2012,2012 Chevrolet Impala,Chevrolet,Black,Sedan,Used,11111,78000.0,Rockwood Motor Products,Rockwood,ON,https://www.carpages.ca/used-cars/ontario/rockwood/2012-chevrolet-impala-10792029/,https://images.carpages.ca/inventory/10792029.387896946?w=320&h=240&q=75&s=e3cbabc539a686d3738bf7bbf7416e6e
20,"Used 2015 Nissan Sentra 4DR SDN CVT SV for sale in Oakville, ON",2015,2015 Nissan Sentra,Nissan,Grey,Sedan,Used,11995,129556.0,Terminal Motors,Oakville,ON,https://www.carpages.ca/used-cars/ontario/oakville/2015-nissan-sentra-10792017/,https://images.carpages.ca/inventory/10792017.387896577?w=320&h=240&q=75&s=7db29862e613d14b3933b7dfc2c54ef7
21,"Used 2022 Toyota Corolla LE CVT for sale in Vancouver, BC",2022,2022 Toyota Corolla,Toyota,Super White,Sedan,Used,30761,16091.0,OpenRoad Subaru Boundary,Vancouver,BC,https://www.carpages.ca/used-cars/british-columbia/vancouver/2022-toyota-corolla-10792008/,https://images.carpages.ca/inventory/10792008.387895638?w=320&h=240&q=75&s=555362aee005b907cac1908804c38a8f
22,Used 2014 Chevrolet Cruze ,2014,2014 Chevrolet Cruze,Chevrolet,Blue,Sedan,Used,7999,199990.0,Kelly and Sons Auto,Ajax,ON,https://www.carpages.ca/used-cars/ontario/ajax/2014-chevrolet-cruze-10791936/,https://images.carpages.ca/inventory/10791936.387892353?w=320&h=240&q=75&s=f86df5185a71d345df8d6e4c4076ef13
23,"Used 2019 Kia Stinger GT for sale in Cayuga, ON",2019,2019 Kia Stinger,Kia,Black,Sedan,Used,29995,104656.0,Haldimand Motors Ltd.,Cayuga,ON,https://www.carpages.ca/used-cars/ontario/cayuga/2019-kia-stinger-10791924/,https://images.carpages.ca/inventory/10791924.387888228?w=320&h=240&q=75&s=38aa410b10f72400f855cfc13790e245
24,"New 2024 Honda Civic Sedan Sport for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Crystal Black Pearl,Sedan,New,32680,29.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791774/,https://images.carpages.ca/inventory/10791774.388021368?w=320&h=240&q=75&s=cbc16f95827839fd52956e5084d3d68e
25,"New 2024 Honda Civic Sedan Sport for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Rallye Red,Sedan,New,32680,9.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791771/,https://images.carpages.ca/inventory/10791771.388021260?w=320&h=240&q=75&s=04bf6d0032cc4243c8b930b45be0ecbd
26,"New 2024 Honda Civic Sedan Sport for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Rallye Red,Sedan,New,32680,29.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791768/,https://images.carpages.ca/inventory/10791768.388021119?w=320&h=240&q=75&s=5ac22c4c870daa4b176b15778b4f8952
27,"New 2024 Honda Civic Sedan Sport for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Rallye Red,Sedan,New,32680,25.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791765/,https://images.carpages.ca/inventory/10791765.388021035?w=320&h=240&q=75&s=7f803350d4f746fd83ed3f7318de9c55
28,"New 2024 Honda Civic Sedan EX for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Crystal Black Pearl,Sedan,New,31580,25.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791762/,https://images.carpages.ca/inventory/10791762.388020945?w=320&h=240&q=75&s=d22e338963acb01aa5b948e9c1af9ecc
29,"New 2024 Honda Civic Sedan EX for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Crystal Black Pearl,Sedan,New,31580,29.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791759/,https://images.carpages.ca/inventory/10791759.388020861?w=320&h=240&q=75&s=63419e11caa1e9074236121f869f6714
30,"New 2024 Honda Civic Sedan LX-B for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Platinum White Pearl,Sedan,New,28720,29.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791756/,https://images.carpages.ca/inventory/10791756.388020816?w=320&h=240&q=75&s=bbcaa15a2e4a186e5bc56f487aa04d75
31,"New 2024 Honda Civic Sedan LX-B for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Crystal Black Pearl,Sedan,New,28720,29.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791753/,https://images.carpages.ca/inventory/10791753.388020768?w=320&h=240&q=75&s=93dafbf67073be2cb3639161c10f95c4
32,"New 2024 Honda Civic Sedan LX-B for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Meteoroid Grey Metallic,Sedan,New,28720,25.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791750/,https://images.carpages.ca/inventory/10791750.388020735?w=320&h=240&q=75&s=b1afcd54ee9ac1ffbadc2fc4989b1385
33,"New 2024 Honda Civic Sedan Touring for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Meteoroid Grey Metallic,Sedan,New,36430,9.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791747/,https://images.carpages.ca/inventory/10791747.388020630?w=320&h=240&q=75&s=4886ad0d19ef41c1b42669f9eb53dec8
34,"New 2024 Honda Civic SI Sedan BASE for sale in St. John's, NL",2024,2024 Honda Civic,Honda,Rallye Red,Sedan,New,37560,25.0,Steele Auto Group,St. John's,NL,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2024-honda-civic-10791744/,https://images.carpages.ca/inventory/10791744.388020087?w=320&h=240&q=75&s=b073db5d7c7dade9af0329a0f7772c39
35,"Used 2020 Hyundai Elantra Preferred, Heated Steering + Seats, Blind Spot Alert, CarPlay + Android, Bluetooth & More! for sale in Guelph, ON",2020,2020 Hyundai Elantra,Hyundai,Typhoon Silver,Sedan,Used,21998,40200.0,Mark Wilson's Better Used Cars,Guelph,ON,https://www.carpages.ca/used-cars/ontario/guelph/2020-hyundai-elantra-10791576/,https://images.carpages.ca/inventory/10791576.387875427?w=320&h=240&q=75&s=c3b7dc007172b63a0ba5d37803751782
